station_id,mean_utilization,category
902,0.18272140775034287,Underutilized
202,0.18120126705653014,Underutilized
701,0.18026620370370366,Underutilized
638,0.17819251543209877,Underutilized
979,0.17564380787037037,Underutilized
225,0.17492476851851854,Underutilized
1015,0.17491681134259257,Underutilized
893,0.1732767489711934,Underutilized
577,0.17284432870370367,Underutilized
1092,0.170654899691358,Underutilized
1172,0.17037037037037034,Underutilized
406,0.16997354497354492,Underutilized
594,0.16991654483430796,Underutilized
224,0.1695733188862621,Underutilized
1061,0.16629288099574982,Underutilized
1090,0.16550585511982568,Underutilized
987,0.1654192386831276,Underutilized
1096,0.16529596560846557,Underutilized
890,0.16338091563786003,Underutilized
656,0.16330787037037037,Underutilized
655,0.16307870370370367,Underutilized
848,0.16057098765432096,Underutilized
109,0.15959461063627728,Underutilized
729,0.1584817188983855,Underutilized
309,0.15582983193277308,Underutilized
643,0.1517137096774193,Underutilized
849,0.1510277777777778,Underutilized
105,0.14911638789326956,Underutilized
320,0.14877314814814815,Underutilized
1062,0.1487009518259518,Underutilized
1102,0.13968407064471872,Underutilized
831,0.13614969135802465,Underutilized
1156,0.12814814814814812,Underutilized
1134,0.12709331098339716,Underutilized
408,0.12695947043534755,Underutilized
862,0.12598058127572012,Underutilized
1154,0.12552609427609424,Underutilized
204,0.12155417478882387,Underutilized
901,0.11964869281045752,Underutilized
897,0.11886837121212118,Underutilized
124,0.1183035714285714,Underutilized
123,0.11376488095238091,Underutilized
1099,0.11170910493827158,Underutilized
1114,0.10773662551440324,Underutilized
1105,0.10693617724867721,Underutilized
110,0.10515450043066318,Underutilized
1113,0.1039646464646464,Underutilized
1110,0.10337051066217728,Underutilized
737,0.10288065843621394,Underutilized
1143,0.09317129629629625,Underutilized
1106,0.09248211279461277,Underutilized
1163,0.09103009259259257,Underutilized
1109,0.09080607825567498,Underutilized
631,0.08985906862745094,Underutilized
1101,0.08958333333333335,Underutilized
1104,0.08894032921810695,Underutilized
937,0.08818392255892253,Underutilized
1138,0.08807146990740741,Underutilized
783,0.08689236111111107,Underutilized
215,0.08652955840455834,Underutilized
686,0.08645703287557217,Underutilized
1160,0.08352347883597881,Underutilized
205,0.08306850282485873,Underutilized
1170,0.0821527777777778,Underutilized
711,0.08040577342047926,Underutilized
1060,0.07753761574074074,Underutilized
1122,0.077385752688172,Underutilized
115,0.06175020128824474,Underutilized
